Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
8355,0,0.08872656325642181,32,2,0.7924567171696971,56020.7224483986,4,0,2,0,3.0
8356,0,0.1403927285082237,30,0,0.11025807539424165,25000.0,5,0,0,0,1.0
8357,0,0.6829474905728293,38,1,0.06372279051404763,25555.538028297302,0,0,2,0,2.0
8358,0,0.8360835101160843,52,0,0.3347398060021799,228434.73513760185,5,0,0,0,0.0
8359,0,0.09433557928043654,54,0,0.688214699228829,267260.4778398638,2,1,0,0,0.0
8360,0,0.15709455440603282,35,0,0.7602665925602705,89411.03726428482,1,0,1,0,
8361,1,1.8011456023779195,38,0,0.21139038278610334,54008.362720550715,3,0,1,0,4.0
8362,0,0.28170521930513376,41,0,0.11037261908526178,72103.1557207624,3,0,0,0,0.0
8363,1,0.3619986829017387,44,1,0.37056626821855726,137374.4669395434,3,0,0,0,2.0
8364,0,0.4469122172586449,49,0,0.48000762808185804,64028.657726608646,3,0,1,0,1.0
8365,0,0.30955140075205206,37,0,0.3717111300636632,96828.69128045188,8,0,1,0,0.0
8366,0,0.42610124784128245,39,0,0.2305837462069152,84371.43473043051,4,0,1,1,1.0
8367,1,0.8056594130568968,58,1,0.1343197575844776,62140.4877081631,2,0,0,0,1.0
8368,0,0.7498107077431231,38,2,0.5749508466982483,63614.32690136768,3,0,0,0,3.0
8369,0,0.3092354411891203,35,0,1.07554831469036,99840.22921530886,3,0,0,0,4.0
8370,1,0.9479837350926589,40,0,0.32342669883948655,49647.907570342184,10,0,0,0,1.0
8371,0,0.3184771595617695,42,0,0.15018888160074714,108928.95286273414,7,0,1,0,1.0
8372,0,0.02660565268011395,23,0,0.29890118059534604,65554.13522115203,7,0,1,0,1.0
8373,1,0.9791304386860208,36,0,0.4510668158707975,91130.88214871651,3,0,1,0,3.0
8374,0,0.9723148147312417,47,0,1.3614719058248568,,4,0,2,0,2.0
8375,0,0.32660663813152824,66,1,0.20404933961719596,77458.25113223432,4,0,1,0,0.0
8376,0,0.06768803489081217,35,1,0.5622480494422799,140912.21504038066,4,0,0,0,0.0
8377,0,0.26919541857507123,51,0,1.0836682041916958,31709.827552974806,9,0,0,0,0.0
8378,1,0.8742554046559854,44,0,0.7747375912380843,65597.99054307377,4,0,2,0,1.0
8379,0,0.20343956468427873,55,0,0.631056167267901,86269.2709802756,4,0,0,0,0.0
8380,0,0.16254284817257889,34,0,0.28272243600741087,,4,0,0,0,0.0
8381,0,0.42222171489818877,55,0,1.6540920907538805,28912.414640808718,2,0,2,0,1.0
8382,0,0.3725871408033418,58,0,0.30934860229294364,80586.3513413689,6,0,1,0,1.0
8383,0,0.36193640114425646,59,0,0.08063718993716654,189317.13825743453,3,0,0,0,3.0
8384,0,0.15076470988025864,59,0,0.4027013376094099,,5,0,1,0,1.0
8385,0,0.02607919146382291,44,1,0.1876522166380954,,3,0,0,0,2.0
8386,0,0.28763488154642974,49,0,0.2634176671092908,101972.29541359463,10,0,1,0,0.0
8387,0,0.34225306778201514,36,0,0.6036989361659794,94040.39514689708,3,0,0,0,1.0
8388,0,0.22480628244249298,21,0,1.0247828674196457,201022.82976261593,4,0,0,0,1.0
8389,1,0.1577889728333244,45,0,0.7042755673256587,108734.08523121013,5,0,1,0,4.0
8390,1,1.7845802579785914,40,0,0.19815230231815267,176358.66902685098,4,0,1,0,2.0
8391,0,0.08385820897119352,53,0,1.0650696039622478,69702.77458436921,5,0,0,0,2.0
8392,1,0.16377740126060195,52,0,2.190912995786112,56540.4179771562,6,0,0,0,3.0
8393,1,0.6020361067103475,29,2,0.23816486227192873,75045.67775312561,8,0,1,0,0.0
8394,0,0.15734084032910092,70,0,0.49604261677526784,44913.48212252779,4,0,0,0,2.0
8395,1,0.5495186076261528,46,0,2.6253511235507507,,5,0,0,0,3.0
8396,1,0.5029957593181069,26,0,0.6030632665113906,,4,0,0,0,5.0
8397,0,0.003067965613398756,28,0,0.16277675668746755,58718.85154926363,2,0,1,0,1.0
8398,1,0.04767595126673118,21,1,0.3757245403937117,111777.11527128165,7,0,2,0,2.0
8399,0,0.15848034540153808,51,0,0.43500133779151634,,6,0,1,0,0.0
8400,0,0.5571118483690982,35,0,0.5176953469924451,129803.39228536638,9,0,1,0,1.0
8401,0,0.21842061231389648,31,0,0.3252353100072384,65310.91391750679,2,0,1,0,1.0
8402,0,0.2293581469330122,34,0,0.23225042948068372,160733.50824194745,7,0,0,0,0.0
8403,0,0.3764470539555494,38,1,0.1247081688825963,68459.27568947096,7,0,0,0,3.0
8404,0,0.6325739871180286,48,1,0.2661779177239788,120276.71393567698,6,0,0,0,3.0
8405,1,0.043493499171292554,22,0,0.9770298284814884,93784.91541353255,3,0,1,1,4.0
8406,0,0.03875851183300297,29,0,0.345881400574573,127918.16858696411,8,0,1,0,
8407,1,0.9171122287128373,47,0,0.3846902482005433,90261.90606764176,6,0,1,1,0.0
8408,0,0.28531190138468276,34,0,0.5458669089502827,34034.548607991426,4,0,2,0,2.0
8409,0,0.15089053284826284,48,1,0.18049632048721756,147980.59755978166,1,0,1,1,0.0
8410,0,0.2866650629694235,36,0,0.4955542100089093,80965.17416728433,6,0,1,0,2.0
8411,0,0.19930858865096845,60,1,1.3572433299031665,131167.95005662387,6,1,1,0,1.0
8412,0,0.6056598967805343,44,0,0.8450132289556229,124198.39954381922,7,2,1,0,1.0
8413,0,0.7220736885179234,56,0,0.3174291116501749,55530.45763617198,5,0,1,0,1.0
8414,1,0.4938572223251583,48,0,0.0774067391982938,,4,0,0,0,0.0
8415,0,0.1425282952349172,48,2,0.3698327072602917,121837.72383414987,3,0,1,2,0.0
8416,1,0.955820661370225,32,0,0.49422565728504725,71913.05032349068,5,1,0,1,4.0
8417,1,0.2551838079075585,56,0,0.8781536380848393,142206.58505839005,4,0,1,0,1.0
8418,0,0.2360103699530324,44,1,0.485848664619904,77033.02318473709,7,0,0,0,1.0
8419,0,0.03874187172376648,30,0,0.4311923838519478,149174.99779314615,4,0,0,0,0.0
8420,0,0.21931309417076875,21,0,0.2365057778132959,107239.23580674114,5,1,0,0,1.0
8421,0,0.07706539405033355,43,0,0.3692008970361682,99547.10682541343,6,0,1,0,0.0
8422,0,0.02574348498839418,60,0,1.1094589313801533,69168.01617047285,3,0,1,0,1.0
8423,0,0.15695784415433017,31,0,0.4793703899929607,96551.82480038535,8,0,0,0,2.0
8424,0,0.2955178282067459,30,0,0.46810568808338654,163745.55256560992,4,0,1,0,0.0
8425,0,0.6500352145886069,38,0,0.7028905059238965,82469.30955644425,4,0,0,0,2.0
8426,0,0.25767378727364376,55,0,0.3484937528402203,113794.09886643731,7,0,0,0,0.0
8427,0,0.5586044631870182,21,1,0.17495045108536825,87159.76056124346,8,0,0,0,2.0
8428,0,0.15749258244152145,34,0,0.08293625893103014,90992.48716914185,3,0,0,1,0.0
8429,0,0.20814957497025643,29,1,0.6035065618780293,219229.83126111332,8,0,0,0,1.0
8430,0,0.46195722579515375,48,1,0.9632200364470292,164546.99907969334,4,0,1,0,0.0
8431,0,0.035033883421999666,40,1,0.45111203938524447,88758.288840069,5,0,3,0,1.0
8432,1,0.03419618227870056,37,2,0.8794415692501273,95602.06969790481,6,0,1,0,2.0
8433,0,0.9227036684733687,39,0,0.8907691240678263,57755.347589359306,7,0,0,0,1.0
8434,0,0.09844100826500553,51,0,0.252300382478238,77254.90203838571,6,0,0,1,3.0
8435,0,0.3895375412613555,55,0,0.18751154719163124,100726.9614463084,4,0,0,0,0.0
8436,0,0.44491326531347036,54,0,1.0048044989183624,,4,0,1,0,1.0
8437,0,0.2550340013120981,48,1,0.48481165204484816,128292.93634251531,7,0,1,0,1.0
8438,1,0.3925434371713331,58,0,0.30703034332763807,46161.782644556944,4,1,0,1,1.0
8439,1,0.9957847616191731,30,0,0.33235904613746153,145414.05472215012,1,0,1,0,1.0
8440,0,0.8056116868263862,46,0,0.4906660994860706,,7,0,1,0,1.0
8441,1,0.6813739415296509,70,0,0.13943608417198047,49372.79062552057,4,0,1,1,0.0
8442,0,0.3543819747666437,21,1,0.6352739854606372,177195.9755562835,3,0,0,1,0.0
8443,1,0.3603749125430907,35,0,0.6160483161160359,190004.5784971815,3,0,1,0,0.0
8444,0,0.7977513059056355,29,0,0.42763002999181826,98229.40017197141,6,0,1,0,1.0
8445,0,0.46619417428739157,45,0,0.33854870679776033,125471.821322456,7,0,0,1,2.0
8446,1,0.030938160614467122,59,0,0.5296218377499325,129585.61544576642,4,0,0,0,1.0
8447,0,0.2282459452499168,48,1,0.08130717553709779,183079.30233455793,4,0,0,0,1.0
8448,0,0.127712797669083,39,0,0.5040858678086498,,6,0,0,0,4.0
8449,0,0.44906644524717904,48,0,0.20689285838847435,,2,0,2,0,2.0
8450,0,0.4299308569207942,38,1,0.2490840056234988,256630.93005967137,5,0,2,0,0.0
8451,1,0.6944377134685882,44,0,0.8377551944777218,152681.79894053753,6,1,0,0,0.0
8452,1,0.13755169813465598,49,2,1.058139481053733,64200.20527481582,3,0,0,0,
8453,0,0.3763170443931293,63,0,1.0366723959661588,48228.53851522554,6,0,1,0,1.0
8454,0,0.707297858826457,47,0,0.7025655878476296,112156.15123437796,2,0,0,0,
8455,1,1.0051760199031072,44,0,0.5471591866270308,,8,0,1,0,1.0
8456,0,0.1543004086873197,66,1,0.6245064927586422,101874.55115565812,4,0,1,0,5.0
8457,1,1.5287471222641154,21,1,0.9524062439441877,127883.34532435857,4,0,0,0,4.0
8458,1,0.10113106632259829,40,1,0.49355390107189356,62221.56741310371,5,1,0,0,1.0
8459,1,0.3563299483228751,33,0,0.5263381576391242,45988.22222145033,3,0,2,0,3.0
8460,0,0.10263651539624079,39,1,0.769622029716727,105050.88778723057,1,0,0,0,1.0
8461,0,0.19352917966843622,49,1,0.33302897121401315,63363.0827360006,4,0,1,0,2.0
8462,1,0.15900262068181809,53,2,0.5549166709533488,92074.442104492,3,0,0,1,3.0
8463,0,0.13479805273293902,35,0,0.22923931004935008,40585.67535931642,4,0,0,0,3.0
8464,0,0.23330565139057158,50,0,0.3626737471757885,73961.46560868344,4,0,1,0,2.0
8465,1,0.5329578984157386,31,0,0.8165340561737637,125897.52231736098,6,0,0,0,3.0
8466,0,0.20266306307180004,26,0,0.4647755303305887,118570.48575307199,8,0,0,1,0.0
8467,0,0.5416288986967082,42,0,0.43625576126729065,55072.35339862243,5,0,0,0,1.0
8468,1,0.44837851703135023,39,0,0.14575718853633515,44687.74566746749,5,0,1,0,2.0
8469,1,0.1129984648008288,59,2,0.7302010825231267,85705.30711776094,4,0,0,0,1.0
8470,0,0.12933821084159622,67,2,0.6033272928165044,115678.26492500019,5,0,1,0,0.0
8471,0,0.26977526180565964,34,0,0.1910588641522226,106175.2518393752,1,0,0,0,2.0
8472,1,0.24968569199771856,21,0,0.14074898191639473,64107.20798182526,2,0,0,1,2.0
8473,0,0.41705475039787154,25,0,0.4722587095010483,100087.8363933259,3,0,0,0,1.0
8474,0,0.07060291327857948,31,0,0.45834302328831233,194132.36694103293,4,0,0,0,1.0
8475,0,0.05539886438038385,44,0,0.8296668124600771,95113.82183850062,4,0,0,0,0.0
8476,0,0.05465198125471862,38,0,0.12714677226999954,34605.52517028842,5,0,1,0,3.0
8477,0,0.24907912953955255,26,0,0.1355520843781486,95012.16223886424,2,0,1,0,0.0
8478,0,0.05580147345263675,63,1,0.21736682303185045,261496.54081715242,0,0,1,0,
8479,0,0.08135266842547458,49,0,0.4299704332143147,41853.6819939221,6,0,1,1,1.0
8480,1,0.5228764595830907,63,2,0.564406767240767,86365.93135469515,3,0,0,0,0.0
8481,1,0.34818326723178,21,0,0.5376343858763506,75020.41172562729,5,0,1,2,1.0
8482,1,0.36450960328487503,57,1,0.5193304500298971,89566.40886423888,4,0,0,1,2.0
8483,0,0.3919678564829472,40,0,0.25200035798500126,94545.70848688693,5,0,0,0,0.0
8484,1,0.6740497618706922,37,0,0.6295038783666299,159051.701073868,1,0,0,0,0.0
8485,0,0.006823376722781306,42,0,0.5393759566003179,89021.28767921549,3,0,1,0,1.0
8486,1,0.5097204974813421,33,1,0.36740367552707587,171526.44920498683,3,0,0,0,1.0
8487,0,0.5066410318737186,40,0,0.21761260515453543,79641.4040249041,4,0,0,0,2.0
8488,1,0.549310452280881,53,0,0.10511208828559207,70082.2460091445,5,0,0,0,1.0
8489,1,0.33091407848287757,21,0,0.4233026232891187,58803.07093618221,5,0,1,1,1.0
8490,0,0.3195523346685261,59,1,0.1713965932202892,31275.869414825567,8,0,0,0,0.0
8491,1,0.44043720142729426,46,0,0.3319462163086635,98881.73079758529,4,1,1,0,1.0
8492,0,0.21216270884071975,40,0,1.267700538293407,262944.9986444339,4,0,0,0,0.0
8493,1,0.9401993897468979,53,0,0.9778928290735894,109319.43945933493,8,0,0,0,0.0
8494,0,0.4296404811998206,46,0,1.2010870703872125,123959.60740532388,5,0,0,0,4.0
8495,1,0.5822003851088695,36,1,0.18820486129649308,67699.41184808673,8,0,2,0,0.0
8496,1,0.8395824891144292,32,0,1.6742575657894514,74281.45733833924,4,0,0,0,1.0
8497,1,0.5746425141459741,59,0,0.33130803279302995,146027.87667334505,5,1,0,0,1.0
8498,0,0.12604563075862008,24,0,0.7197689031162001,,8,0,0,1,1.0
8499,0,0.13221828046545775,39,0,1.0178545360429951,192600.11292951918,6,0,1,1,2.0
8500,0,0.14999753456027967,25,0,0.8564987672826134,132307.5672799342,3,0,1,0,1.0
8501,1,0.04144709936376473,47,1,0.7840579585173797,86624.05424836218,6,0,1,0,1.0
8502,1,0.292903144221815,40,2,0.2765025658350342,95353.41281096541,6,0,1,1,1.0
8503,0,0.16824241906685247,27,0,0.2110981129302572,56138.15439407454,3,0,0,0,0.0
8504,0,0.09061940202717154,31,0,0.26092209856436116,38311.59470949874,6,1,2,0,1.0
8505,0,0.05024958865971175,42,0,0.23783409474832112,45718.618605849915,5,1,1,0,1.0
8506,0,0.5102969070256959,45,0,0.18520337789677266,87324.8209238568,2,0,0,0,5.0
8507,1,0.5249611118677477,21,1,0.6497321095649623,72359.66111764667,7,0,1,0,0.0
8508,1,0.7338808141777682,33,0,0.4989900614749797,37865.93076556136,3,0,2,0,1.0
8509,0,0.2930863323141566,43,0,0.4916407282529952,83239.07279605886,5,0,1,0,5.0
8510,0,0.5135979343062479,56,0,0.7665427865416411,71315.09688764124,7,0,0,0,4.0
8511,0,0.4468186504039459,52,0,0.37183554174837746,44575.20891738167,4,0,0,0,2.0
8512,0,0.19363589311617724,36,0,0.5052396927194682,69313.9555823747,3,0,3,0,1.0
8513,0,0.027086175468768733,53,0,0.30712917113294963,71216.21780381334,5,0,1,0,2.0
8514,1,0.6459521617837838,38,0,0.3432867306584598,60527.28735773634,8,0,2,0,4.0
8515,1,0.6531905416174021,21,1,0.565166175345343,141445.33419269198,3,0,0,0,1.0
8516,0,0.25956471039066153,59,0,0.7762335363912207,29834.005344308145,6,0,0,0,1.0
8517,1,0.383421802233485,47,0,0.5104904320377326,,3,0,0,0,0.0
8518,0,0.07714896282853269,44,1,0.3379439923063496,85119.138323666,2,0,0,0,1.0
8519,1,0.7559217218778858,42,0,0.5090506511819275,,7,1,0,0,0.0
8520,1,0.3992500722847519,45,0,0.47896273927004795,106119.20586018702,4,0,2,0,1.0
8521,1,0.7547050441420087,42,1,0.3429500760688639,63168.72312950557,6,0,1,1,2.0
8522,0,0.06375268718551456,38,1,0.22694440478045125,51284.40081303375,4,1,0,0,0.0
8523,0,0.18758924459380272,34,1,0.6664394313616184,84624.24826280987,2,0,0,0,0.0
8524,0,0.11160447275183602,42,0,1.4639403657035108,66644.7815060908,5,0,0,1,2.0
8525,1,0.26789876071041263,31,98,0.541476919579753,,2,98,0,98,0.0
8526,0,0.6952135502917548,28,0,0.2725067873809263,71088.0844074855,6,0,0,0,4.0
8527,1,0.4588654250697561,45,0,0.25483800230097825,82516.05558632042,6,0,0,1,5.0
8528,0,0.5175765063544352,53,0,0.18985036978031528,331532.119984623,2,0,2,1,
8529,0,0.6935395601181356,32,0,0.9767946399945947,76334.62196002254,4,0,0,0,0.0
8530,1,0.24722130599506523,34,0,0.5703337401325652,115368.45889069913,7,0,1,1,
8531,0,0.19442636169659624,21,0,0.9255983083749797,121233.07220374579,7,0,0,0,0.0
8532,0,0.39790326332020354,26,0,1.0506743123605615,127041.73125753395,6,0,1,0,
8533,0,0.7765842152809087,26,1,0.6996044450064975,99629.93951836019,5,0,0,0,3.0
8534,0,0.7025453212224099,53,1,0.33358067153206183,94524.32019439685,5,0,0,0,0.0
8535,0,0.22348032427810455,21,0,1.4664723780068831,89785.95683795499,1,1,1,0,0.0
8536,0,0.3599813615677306,47,0,0.25742157255518683,61895.53686752065,3,0,0,0,1.0
8537,0,0.18259380314599372,38,0,0.4401735584059514,101624.03402964563,4,0,0,0,0.0
8538,0,0.24821482534125533,49,0,0.26594720575029207,,7,0,0,0,0.0
8539,0,0.38281383107293104,55,0,0.4013063147466638,165359.14931995547,3,0,0,0,0.0
8540,0,0.21508148971056348,41,0,0.5366700560405837,100423.84039882498,3,0,2,0,2.0
8541,1,0.7463142426868475,55,0,0.5719777770773373,136040.292464162,6,0,0,0,2.0
8542,1,0.24859985110457222,60,0,0.6630497130490369,52678.003167725714,7,1,0,0,1.0
8543,0,0.3189189689866794,58,0,0.06132128653648926,73623.40929282934,3,0,1,0,0.0
8544,0,0.45862664386789953,33,0,0.09253369247289193,143102.64004143482,6,0,1,2,1.0
8545,1,0.3157310242650967,21,0,1.0714746270416244,192517.42659946386,3,1,1,1,2.0
8546,0,0.15396485633747117,40,0,1.4878441926938584,55604.73315750547,4,0,0,0,1.0
8547,0,0.17574237655756886,44,0,0.32244370092502417,65122.567676271836,4,0,0,0,0.0
8548,0,0.3669194089670888,21,1,1.089479226775691,282026.6042079074,6,0,0,0,3.0
8549,1,0.45142391702618373,42,1,0.42013965220299926,89585.04596956336,8,0,0,1,0.0
8550,1,0.3089750411947252,21,1,0.5749607104668902,231619.00594626588,5,0,0,0,3.0
8551,1,0.7297083526828326,60,1,0.8523935866852589,95203.4561770919,5,0,1,0,1.0
8552,0,0.17391599528422452,47,0,1.179765477804529,97284.90868576501,4,0,2,1,1.0
8553,0,0.6932119934170552,32,2,0.9800675007859624,71824.43459148478,7,0,1,0,0.0
8554,1,1.5825951074225113,43,0,0.0991372441126291,142686.51896380985,4,0,0,0,2.0
8555,0,0.6928540651207818,45,0,0.21073671609794237,179293.18548766396,6,0,0,0,1.0
8556,0,0.3603196691021136,47,0,0.6525649252154397,48086.11636758753,3,0,0,0,0.0
8557,1,0.3666778178702626,42,0,0.3857433595911621,,5,0,1,0,3.0
8558,0,0.7781223360282464,53,1,0.5227394217368866,140546.43177189436,4,0,2,0,2.0
8559,0,0.5644461395276379,26,0,0.2799913363041264,79122.15865423773,7,0,1,0,2.0
8560,0,0.05421254993571814,40,0,0.22231678645124106,64772.60251928967,3,0,0,0,0.0
8561,0,0.7572562678364612,63,1,0.297746020922701,148041.5393468839,7,1,0,0,1.0
8562,1,0.6222889713986782,37,0,0.6956207471631463,155888.96384706616,4,1,0,0,1.0
8563,0,0.02324811945082698,44,1,0.8560959331694686,66349.85471820655,8,0,0,0,0.0
8564,0,0.5370057900925876,30,0,0.29418919174348424,95492.36640989805,3,0,1,0,3.0
8565,0,0.15423469046096425,67,1,0.38815764145328174,43710.29173879261,6,0,1,0,1.0
8566,0,0.12442933362532559,45,0,0.5625527730285962,51921.35761457522,6,1,1,0,1.0
8567,0,0.1662282580680756,26,0,0.4741258266992522,90970.52916104316,7,0,1,0,1.0
8568,0,0.77977394499429,55,1,0.2696712426019412,86445.87142445576,9,0,0,1,4.0
8569,0,0.03842703567202244,29,0,0.4178438027464873,49922.054075780456,5,0,0,0,1.0
8570,0,0.2923521609208774,50,0,0.27884346711730224,57309.07925663508,8,0,1,0,4.0
8571,1,0.522462798856273,54,0,0.9016204666899301,47298.109080498754,5,0,2,0,4.0
8572,1,0.6836755021243776,66,1,0.5460676349239872,109128.6697347023,8,1,1,0,1.0
8573,0,0.7470516943646408,44,0,0.6369050716873804,28790.433529223064,4,0,0,0,2.0
8574,0,0.33726029548285974,42,0,0.10640605010185904,48709.65401123966,6,1,0,0,2.0
8575,0,0.029891452982559904,21,0,0.4731223637603198,30496.95582787782,3,0,0,0,1.0
8576,0,0.7985114008831156,36,0,0.8307124106053548,106986.8632050225,5,0,0,0,5.0
8577,0,0.3222708549962134,33,0,0.23236345382569673,31523.75121345939,5,0,1,0,2.0
8578,0,0.11138700020513301,39,0,0.1795728325604138,86461.2018864727,3,0,0,1,2.0
8579,1,0.8302542509828321,35,1,1.3929177138004087,209344.85784386072,6,0,1,1,2.0
8580,1,0.9481241559677231,51,0,1.5009678646833546,213285.87685918208,3,0,0,0,0.0
8581,0,0.5289180693102258,35,1,0.7377349279120976,31468.767875849746,3,0,0,0,2.0
8582,0,0.022356426256782035,47,0,0.48809456968545556,100120.05359938792,4,0,0,0,3.0
8583,1,0.4005973805169329,40,1,0.6074116121185124,49319.05453048149,7,0,1,1,2.0
8584,1,0.3652183573743149,34,0,0.5735181511063853,44080.605510514135,6,0,0,0,1.0
8585,0,0.08666704872545059,33,0,0.2794956225778352,79824.96068639481,7,0,1,0,1.0
8586,0,0.22185003136050988,44,0,0.17624203865654187,166968.44748179085,5,0,2,0,2.0
8587,0,0.4401310366475299,58,0,0.9306681179337518,118162.06351887713,2,0,2,0,1.0
8588,0,0.22718616606344078,33,0,0.7572767211787801,57335.34130835928,7,0,2,1,1.0
8589,1,0.7648084853724212,42,1,0.2682153306531474,125212.64094621623,3,0,1,0,1.0
8590,0,0.04704004450559427,47,0,0.19450568016623138,25000.0,5,0,1,0,5.0
8591,0,0.27243335961900006,41,0,1.2953033088056412,56155.49458535155,6,0,1,0,2.0
8592,0,0.25056108098872276,21,0,0.17081337278702566,54006.49793379029,2,0,0,0,0.0
8593,0,0.4139532402605964,47,0,0.7141418150271834,88705.42968465999,5,0,1,0,0.0
8594,0,0.3946217613129263,23,0,0.5663877789728211,75996.65612817292,2,1,0,0,0.0
8595,0,0.1961459556310776,24,0,0.7817065593050552,78605.02427978722,8,0,0,0,3.0
8596,0,0.1585591434770803,26,0,0.2995042831384896,77180.66555302375,4,0,0,1,0.0
8597,0,0.18766870938108254,40,0,0.528233001419763,86019.0431365854,2,0,0,0,1.0
8598,1,0.10064767788105618,30,1,0.3192477695570147,114356.0415417996,4,0,3,0,2.0
8599,0,0.05356556401744395,24,0,0.10989637458175376,92238.4235777602,3,0,1,0,3.0
8600,0,0.20836243284580355,46,0,0.5307595249274158,72664.37390704903,4,0,0,0,1.0
8601,1,0.8835953957768818,41,2,0.43859752909740346,,2,1,2,0,0.0
8602,0,0.1559369001141189,51,0,0.4644932236143053,133835.6654407297,4,1,0,0,0.0
8603,0,0.15186497945359415,33,1,0.45042710167474936,62579.04521669407,8,0,0,0,0.0
8604,0,0.38549826354278355,41,0,0.4862914175072049,82234.35996375704,8,0,0,0,0.0
8605,0,0.09307245789018063,51,0,0.20822497499508844,160982.12447156926,5,0,1,0,2.0
8606,0,0.8660678213968148,26,0,0.32532680056670993,46327.065045411386,10,0,1,0,0.0
8607,1,0.39394052548739306,34,0,0.29241293209427494,229254.08477209756,3,0,1,0,2.0
8608,0,0.1239715954932428,53,0,1.3827697995460597,40678.89814548902,9,1,0,0,3.0
8609,0,0.21447827920574397,42,0,0.9069512516761511,70266.43175548548,5,0,0,0,1.0
8610,0,0.35164534156087,40,0,0.4465836284946808,50382.31510545925,5,0,0,0,4.0
8611,0,0.5147222751166054,41,0,0.16141803596633278,283044.62459566194,3,0,0,0,
8612,0,0.3932739500956048,56,0,0.661618538920583,64418.586721155465,5,1,1,0,1.0
8613,0,0.5256291419282234,41,0,0.36786606136882255,64507.53798303112,4,1,1,0,0.0
8614,0,0.35658157510796146,42,1,0.31257048445718844,69292.23937892736,5,0,0,0,2.0
8615,0,0.23249868289007478,41,0,0.3170053020028775,,6,0,1,0,2.0
8616,0,0.0618484108707035,22,0,0.4166827234586505,70923.49370555917,1,0,2,0,0.0
8617,0,0.5518472313942981,48,0,1.0188045465612168,78977.02429635245,2,0,0,0,2.0
8618,0,0.2128149245633111,32,0,0.30921626754377507,25000.0,5,0,1,0,1.0
8619,0,0.018930379696291775,26,1,0.17039436304444563,87679.0186575399,7,0,0,0,5.0
8620,1,0.6445187911581651,21,1,1.0571544572357097,,5,1,0,0,0.0
8621,1,0.1859227440660453,23,0,0.39254911424130506,150423.93777584744,3,1,0,0,1.0
8622,0,0.05900894536005099,21,0,0.7403042801969881,174552.9689497756,4,0,0,0,1.0
8623,1,0.6165570242739823,29,2,0.9299894930924966,76631.27530776682,6,1,0,0,1.0
8624,1,0.6056854571043264,36,2,0.19951043834732068,133109.3160665519,1,0,2,0,1.0
8625,0,0.22920187844880086,54,0,0.6176593083629976,46357.444396707,7,0,0,0,1.0
8626,0,0.5842312466833182,42,1,0.5457626368959256,129577.99910314553,8,0,0,0,1.0
8627,0,0.026127158609486868,45,1,0.1363952022591809,62015.41799655836,2,0,0,0,0.0
8628,0,0.5431571302802908,57,0,0.24365932656675068,44285.6684554467,7,0,0,0,0.0
8629,1,0.5040094421614112,21,0,1.7354181887882574,76720.65346004721,4,0,0,1,3.0
8630,0,0.24629148062484482,46,1,0.6270023726715162,183553.2042665219,6,0,0,0,1.0
8631,1,0.15440236964859388,45,0,0.3184851957462982,93859.38576842459,1,1,0,0,2.0
8632,1,0.05149956906967157,51,0,0.924501474861257,193506.90609395228,6,0,0,1,1.0
8633,1,0.6004123987137026,21,1,0.19808236219863343,56285.768780249295,2,0,1,1,4.0
8634,1,0.33579629913551134,35,98,1.0213519098296668,151193.856078633,3,98,0,98,3.0
8635,0,0.5383572366362613,30,0,0.5039229191657892,59356.207116811565,4,0,1,0,4.0
8636,0,0.42216950641278933,26,0,0.319796676071431,,6,0,0,0,2.0
8637,0,0.32389448710547103,69,0,0.13115548186542234,95719.33127756404,5,0,0,0,2.0
8638,1,0.01575285569673275,35,0,0.4636840106791587,122249.63891329711,4,0,1,0,2.0
8639,0,0.8689009048664944,53,0,0.7068903345574912,97529.22356531415,6,0,2,1,2.0
8640,1,0.05509964680479985,50,1,0.5177132206568839,56582.13080571752,6,0,0,1,1.0
8641,0,0.1464753737488956,24,0,1.237965821418573,137884.10930164694,2,0,1,0,0.0
8642,0,0.16726114553163485,35,1,0.3789098641294551,220226.3426941094,4,0,1,1,1.0
8643,1,0.27974750335478415,42,3,0.11953343251137384,61630.251068980826,2,0,0,1,2.0
8644,1,0.5505243656619143,46,0,0.43100444161018436,30965.295549425213,4,0,0,0,0.0
8645,1,1.1970594751772634,45,1,0.4220866530750247,111817.76899117613,4,0,1,0,3.0
8646,0,0.3673988213477841,63,2,0.16606811548173694,,5,0,1,1,1.0
8647,0,0.13752235025407208,52,1,0.5483801014924643,79054.55235077582,8,0,0,0,2.0
8648,0,0.5333414986019787,49,0,0.5763173062117066,115369.78445797467,11,0,0,0,1.0
8649,0,0.5255018382734993,53,0,0.3223974056217947,66103.97522521041,3,0,0,0,3.0
8650,0,0.1418777857406571,58,0,1.08180529054238,73286.47944118262,5,0,1,0,5.0
8651,1,0.21331960319122942,34,0,0.6349381859878527,80413.25185762538,5,0,1,0,3.0
8652,1,0.5882137044567491,23,0,0.6770477671424654,190682.43243885372,6,1,1,0,3.0
8653,0,0.24600987070486727,34,0,0.5749914705554829,86382.3181029969,5,0,0,0,3.0
