loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,crib_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1137,3,Not Graduate,Yes,2235257.0,1480000.0,24,619,6655330.0,2866592.0,2901513.0,604812.0,Approved
1138,2,Not Graduate,No,998389.0,2150000.0,12,777,3278565.0,0.0,757233.0,816607.0,Approved
1139,0,Graduate,No,1684807.0,4150000.0,60,584,9751612.0,0.0,123856.0,2151535.0,Rejected
1140,0,Graduate,Yes,2107570.0,3050000.0,36,603,12042735.0,6234246.0,2277139.0,536063.0,Approved
1141,1,Not Graduate,No,909355.0,1890000.0,36,631,4186140.0,0.0,436456.0,1382582.0,Approved
1142,2,Not Graduate,Yes,1258702.0,1030000.0,12,660,3838695.0,1154275.0,1334562.0,2096140.0,Approved
1143,0,Graduate,No,1617659.0,950000.0,60,598,4761105.0,0.0,1910901.0,2267091.0,Approved
1144,0,Not Graduate,No,910102.0,860000.0,36,690,1134089.0,0.0,849587.0,575524.0,Approved
1145,0,Not Graduate,Yes,1745606.0,2630000.0,6,523,8213795.0,630930.0,650840.0,3338894.0,Approved
1146,2,Not Graduate,No,615645.0,1170000.0,6,807,1325410.0,0.0,909966.0,149261.0,Approved
1147,1,Not Graduate,No,546477.0,640000.0,18,811,2368191.0,0.0,106082.0,1014888.0,Approved
1148,1,Graduate,No,2046543.0,6130000.0,18,579,2928899.0,0.0,2977120.0,1353822.0,Approved
1149,2,Graduate,No,704036.0,430000.0,48,669,4284169.0,0.0,463264.0,706001.0,Approved
1150,3,Not Graduate,No,1115512.0,2020000.0,24,642,8751339.0,0.0,608589.0,2142003.0,Approved
1151,2,Not Graduate,Yes,794944.0,1290000.0,36,737,5446780.0,95894.0,985791.0,591885.0,Rejected
1152,2,Not Graduate,No,1475960.0,2750000.0,24,616,9809212.0,0.0,1908836.0,954968.0,Approved
1153,0,Not Graduate,Yes,480000.0,1230000.0,24,666,1407271.0,143063.0,189112.0,694151.0,Approved
1154,0,Graduate,No,563092.0,1490000.0,60,613,3615163.0,0.0,152711.0,559965.0,Approved
1155,2,Not Graduate,No,480000.0,1080000.0,24,683,2164473.0,0.0,335584.0,892900.0,Rejected
1156,3,Graduate,No,2217464.0,3470000.0,12,617,12125539.0,0.0,724796.0,1725686.0,Approved
1157,2,Graduate,No,1001965.0,1140000.0,24,798,4335246.0,0.0,1054767.0,1978437.0,Approved
1158,1,Graduate,No,2058141.0,3680000.0,24,586,12262879.0,0.0,1784553.0,3241302.0,Approved
1159,3,Graduate,No,756070.0,960000.0,12,804,528229.0,0.0,882974.0,335950.0,Approved
1160,0,Not Graduate,No,763384.0,1980000.0,24,705,2566353.0,0.0,320268.0,1160166.0,Approved
1161,2,Graduate,Yes,2047455.0,820000.0,18,521,4016758.0,312345.0,1557327.0,1840871.0,Rejected
1162,0,Graduate,No,571931.0,510000.0,36,484,3583326.0,0.0,294211.0,158155.0,Approved
1163,1,Not Graduate,No,2028583.0,3110000.0,24,543,12760868.0,0.0,2238887.0,2544293.0,Rejected
1164,3,Not Graduate,No,1464521.0,1630000.0,12,712,4540958.0,0.0,1285728.0,2474106.0,Approved
1165,1,Graduate,No,2431579.0,5060000.0,36,477,17096693.0,0.0,3348891.0,2695359.0,Approved
1166,0,Not Graduate,No,825883.0,380000.0,24,594,442851.0,0.0,888094.0,1598497.0,Approved
1167,0,Graduate,No,1168674.0,2340000.0,60,661,2740142.0,0.0,297879.0,1055632.0,Approved
1168,1,Graduate,No,1175152.0,920000.0,36,583,9249680.0,0.0,1151107.0,310215.0,Approved
1169,1,Not Graduate,No,2139702.0,4020000.0,48,565,2061045.0,0.0,2346323.0,3285754.0,Rejected
1170,1,Graduate,No,836021.0,1740000.0,12,580,2978683.0,0.0,1069454.0,186507.0,Rejected
1171,2,Graduate,No,674080.0,540000.0,24,703,5308505.0,0.0,257659.0,525819.0,Approved
1172,1,Graduate,Yes,734363.0,900000.0,24,675,3332345.0,2141055.0,985435.0,1381196.0,Approved
1173,0,Graduate,Yes,677349.0,1500000.0,36,695,1929087.0,830349.0,651553.0,679303.0,Approved
1174,3,Graduate,No,1278435.0,1710000.0,18,579,6807869.0,0.0,816425.0,305450.0,Rejected
1175,1,Graduate,No,2394638.0,870000.0,36,449,4480166.0,0.0,1324993.0,4615625.0,Rejected
1176,0,Graduate,No,1714090.0,3210000.0,48,667,5367748.0,0.0,710371.0,1587535.0,Approved
1177,4,Not Graduate,No,908488.0,2210000.0,12,499,4263900.0,0.0,860296.0,410340.0,Rejected
1178,4,Graduate,No,2722753.0,4310000.0,6,504,19428271.0,0.0,163762.0,3382262.0,Approved
1179,3,Graduate,No,3469455.0,5680000.0,60,427,14348120.0,0.0,3702708.0,5536197.0,Rejected
1180,2,Graduate,No,572798.0,460000.0,12,493,4518894.0,0.0,682980.0,465174.0,Approved
1181,1,Not Graduate,Yes,1107624.0,2020000.0,12,539,7851196.0,2522714.0,534294.0,247238.0,Rejected
1182,0,Not Graduate,Yes,1097177.0,1190000.0,12,661,7297621.0,4101521.0,1155728.0,1412386.0,Approved
1183,3,Not Graduate,No,1465983.0,2240000.0,12,783,5575227.0,0.0,1594681.0,456422.0,Approved
1184,2,Not Graduate,Yes,2377127.0,6760000.0,36,552,14367101.0,6601584.0,346787.0,4494611.0,Approved
1185,2,Graduate,Yes,2883906.0,7430000.0,12,533,9985218.0,1365400.0,753281.0,3646852.0,Rejected
1186,0,Graduate,No,480000.0,1200000.0,36,811,1841792.0,0.0,351400.0,911865.0,Approved
1187,0,Not Graduate,No,480000.0,1350000.0,24,501,2400589.0,0.0,579075.0,103934.0,Rejected
1188,2,Graduate,No,2299152.0,6430000.0,36,531,3239367.0,0.0,1319701.0,2484085.0,Approved
1189,2,Graduate,No,571420.0,320000.0,36,628,3966431.0,0.0,531310.0,963708.0,Approved
1190,3,Graduate,No,1084915.0,950000.0,18,391,2198961.0,0.0,1381337.0,824725.0,Rejected
1191,0,Graduate,Yes,822251.0,1360000.0,12,718,4288639.0,2459022.0,631426.0,445293.0,Approved
1192,1,Graduate,No,1646310.0,2480000.0,12,704,5506257.0,0.0,2412974.0,2382918.0,Approved
1193,3,Not Graduate,Yes,1469099.0,1820000.0,24,759,8939165.0,2473456.0,1191669.0,949961.0,Approved
1194,1,Graduate,No,480000.0,780000.0,36,549,1512978.0,0.0,141927.0,374084.0,Approved
1195,2,Graduate,Yes,1303703.0,3460000.0,24,496,2133890.0,192346.0,645393.0,975913.0,Rejected
1196,2,Graduate,No,1375038.0,3160000.0,18,569,3472540.0,0.0,1410039.0,1894438.0,Approved
1197,1,Graduate,No,1879183.0,2800000.0,12,515,1729086.0,0.0,121554.0,1521599.0,Rejected
1198,2,Not Graduate,No,2751648.0,1170000.0,18,620,13057520.0,0.0,1826904.0,3466762.0,Approved
1199,0,Graduate,No,1562418.0,1390000.0,36,690,5768925.0,0.0,362126.0,3109109.0,Approved
1200,2,Not Graduate,No,1060751.0,1190000.0,6,634,2337301.0,0.0,533288.0,227226.0,Approved
1201,0,Graduate,No,480000.0,510000.0,18,531,1079733.0,0.0,492967.0,222168.0,Rejected
1202,2,Not Graduate,Yes,1407202.0,3870000.0,18,614,9676970.0,5124099.0,899900.0,543092.0,Approved
1203,2,Graduate,No,890931.0,540000.0,48,521,2833636.0,0.0,309126.0,184060.0,Approved
1204,0,Not Graduate,No,1594490.0,4210000.0,12,552,3602483.0,0.0,664313.0,2540464.0,Rejected
1205,3,Not Graduate,No,779929.0,1890000.0,48,728,726647.0,0.0,998942.0,903700.0,Approved
1206,2,Graduate,Yes,1039010.0,2050000.0,12,700,6944393.0,3974328.0,748748.0,1204106.0,Approved
1207,0,Graduate,Yes,1937381.0,1210000.0,12,726,11630784.0,2942428.0,1964679.0,1245530.0,Approved
1208,0,Not Graduate,No,634586.0,920000.0,12,507,2315297.0,0.0,429201.0,735210.0,Approved
1209,4,Graduate,No,6114725.0,3170000.0,12,648,10163730.0,0.0,6807292.0,10275920.0,Rejected
1210,0,Not Graduate,Yes,1557519.0,3860000.0,24,561,12013281.0,380340.0,1754549.0,734198.0,Approved
1211,3,Graduate,No,853314.0,630000.0,24,797,6339032.0,0.0,1240091.0,1500122.0,Approved
1212,1,Graduate,No,480000.0,1430000.0,48,696,2377779.0,0.0,624676.0,599342.0,Approved
1213,2,Not Graduate,No,807386.0,1670000.0,12,619,6121682.0,0.0,332096.0,1026386.0,Approved
1214,1,Graduate,No,749714.0,1400000.0,18,654,3763751.0,0.0,886594.0,662885.0,Approved
1215,3,Not Graduate,No,830623.0,1660000.0,60,430,5743125.0,0.0,210528.0,1515943.0,Rejected
1216,2,Not Graduate,Yes,1941962.0,5200000.0,36,570,6770525.0,5219746.0,679486.0,3150296.0,Approved
1217,2,Graduate,Yes,1027738.0,2870000.0,18,707,5777162.0,3359517.0,1027978.0,1254704.0,Approved
1218,1,Graduate,Yes,1746284.0,4380000.0,12,809,8681794.0,5183495.0,1941985.0,640011.0,Rejected
1219,2,Graduate,Yes,1421157.0,1300000.0,12,595,4931017.0,1223728.0,944603.0,1788983.0,Approved
1220,1,Graduate,No,2812080.0,4620000.0,24,635,18240315.0,0.0,3915203.0,1250639.0,Approved
1221,1,Not Graduate,No,1365845.0,1610000.0,24,680,2324664.0,0.0,771150.0,2156265.0,Approved
1222,0,Not Graduate,No,480000.0,660000.0,36,506,1486948.0,0.0,165387.0,877252.0,Rejected
1223,0,Graduate,No,480000.0,340000.0,24,854,1845403.0,0.0,264327.0,507591.0,Approved
1224,2,Graduate,No,1858302.0,4130000.0,18,713,4259203.0,0.0,2557530.0,2329683.0,Approved
1225,2,Not Graduate,No,2670961.0,3510000.0,36,448,17614382.0,0.0,3695457.0,2635173.0,Rejected
1226,0,Graduate,No,480000.0,950000.0,24,583,2048026.0,0.0,505898.0,523004.0,Approved
1227,2,Not Graduate,No,3000217.0,5510000.0,36,521,20188240.0,0.0,3448780.0,4247170.0,Approved
1228,1,Graduate,No,793225.0,390000.0,12,775,4468163.0,0.0,1124281.0,1389393.0,Approved
1229,0,Graduate,No,782125.0,1020000.0,6,621,3566036.0,0.0,506230.0,1304727.0,Approved
1230,3,Not Graduate,Yes,511033.0,940000.0,12,465,3554703.0,801547.0,407899.0,294152.0,Rejected
1231,0,Graduate,No,736784.0,2350000.0,18,515,2932519.0,0.0,348146.0,635022.0,Approved
1232,2,Graduate,No,552585.0,1360000.0,24,661,2662796.0,0.0,50651.0,603310.0,Approved
1233,3,Not Graduate,Yes,1899927.0,3630000.0,24,446,13151616.0,143957.0,433211.0,2370141.0,Approved
1234,1,Graduate,No,480000.0,240000.0,18,500,1858952.0,0.0,413473.0,88594.0,Approved
1235,3,Not Graduate,No,639771.0,970000.0,48,483,2019391.0,0.0,207318.0,666040.0,Approved
1236,1,Not Graduate,No,934470.0,2250000.0,24,663,4435453.0,0.0,890728.0,917417.0,Approved
1237,1,Graduate,Yes,1983190.0,820000.0,18,527,14523766.0,3456539.0,1924647.0,2372926.0,Rejected
1238,2,Not Graduate,No,1172020.0,1420000.0,36,563,3071446.0,0.0,321776.0,2152689.0,Approved
1239,1,Not Graduate,No,576463.0,370000.0,24,753,4187113.0,0.0,859218.0,444968.0,Approved
1240,4,Graduate,No,1047603.0,770000.0,24,682,4098362.0,0.0,988930.0,200906.0,Approved
1241,1,Graduate,No,1006069.0,2340000.0,24,378,1159052.0,0.0,1267144.0,429651.0,Rejected
1242,1,Graduate,Yes,905671.0,1190000.0,60,868,5984717.0,2386208.0,591560.0,459250.0,Approved
1243,1,Not Graduate,Yes,4841654.0,13020000.0,12,398,10472948.0,11661782.0,3565170.0,4229258.0,Rejected
1244,1,Graduate,Yes,1202927.0,2370000.0,18,724,7376429.0,4375952.0,259675.0,2305673.0,Approved
1245,0,Graduate,No,1643094.0,1030000.0,36,699,1880778.0,0.0,867290.0,1080151.0,Approved
1246,0,Not Graduate,No,1172429.0,1310000.0,24,572,6773963.0,0.0,1232914.0,1715952.0,Approved
1247,1,Not Graduate,No,1951572.0,5010000.0,24,533,14149959.0,0.0,560141.0,2918834.0,Approved
1248,2,Not Graduate,Yes,650765.0,1200000.0,24,653,380622.0,312151.0,721589.0,1129987.0,Approved
1249,0,Graduate,No,1009281.0,2470000.0,36,541,5097138.0,0.0,462261.0,665998.0,Rejected
1250,0,Not Graduate,No,1277357.0,1140000.0,12,715,4913223.0,0.0,1405607.0,2388289.0,Approved
1251,3,Not Graduate,No,824408.0,1750000.0,36,735,6481556.0,0.0,868117.0,266169.0,Approved
1252,2,Not Graduate,No,1003931.0,2480000.0,18,432,1536409.0,0.0,786293.0,954471.0,Rejected
1253,1,Graduate,Yes,808947.0,1510000.0,24,658,3422020.0,2281960.0,86578.0,672397.0,Approved
1254,1,Not Graduate,Yes,827052.0,260000.0,12,745,4303673.0,1815064.0,800435.0,1349149.0,Approved
1255,2,Not Graduate,Yes,1600541.0,1660000.0,12,561,2179575.0,1088719.0,1075449.0,2571746.0,Rejected
1256,2,Graduate,Yes,1638555.0,3990000.0,12,657,7422510.0,4473113.0,103853.0,1127734.0,Approved
1257,3,Not Graduate,No,596074.0,1510000.0,12,706,775857.0,0.0,608807.0,474919.0,Rejected
1258,2,Graduate,No,1033645.0,2270000.0,48,643,7082567.0,0.0,529404.0,1289276.0,Approved
1259,2,Graduate,No,574351.0,1180000.0,6,514,953378.0,0.0,694515.0,408595.0,Approved
1260,4,Graduate,Yes,654440.0,1480000.0,12,430,3156453.0,1410250.0,421438.0,66100.0,Rejected
1261,2,Graduate,No,1188614.0,1470000.0,24,713,7644865.0,0.0,139043.0,826022.0,Approved
1262,0,Not Graduate,Yes,2569543.0,1410000.0,18,631,8754179.0,9700966.0,2322166.0,4321526.0,Approved
1263,1,Not Graduate,No,1013779.0,470000.0,12,658,6808492.0,0.0,1436631.0,2001306.0,Approved
1264,4,Not Graduate,No,1922383.0,1320000.0,36,656,3474267.0,0.0,2471436.0,3468563.0,Approved
1265,3,Graduate,No,1213651.0,2380000.0,24,666,2301642.0,0.0,867435.0,722358.0,Rejected
1266,1,Graduate,Yes,1733752.0,4120000.0,18,601,1536063.0,1289575.0,1715203.0,1228610.0,Rejected
1267,0,Graduate,No,528553.0,940000.0,12,602,3811692.0,0.0,177252.0,449894.0,Approved
1268,1,Not Graduate,Yes,992682.0,1810000.0,36,595,6893400.0,2227451.0,284050.0,385131.0,Rejected
1269,2,Graduate,No,1243084.0,2520000.0,48,406,1044496.0,0.0,878471.0,1419105.0,Rejected
1270,1,Not Graduate,No,710736.0,330000.0,24,665,1590150.0,0.0,957144.0,111981.0,Approved
1271,1,Graduate,No,561602.0,520000.0,18,555,1354594.0,0.0,757627.0,85647.0,Approved
1272,3,Not Graduate,No,1735389.0,4130000.0,6,778,13308856.0,0.0,1057610.0,359583.0,Approved
1273,1,Not Graduate,No,1006347.0,1050000.0,24,643,4887365.0,0.0,1400588.0,1546175.0,Approved
1274,0,Graduate,Yes,1607914.0,3780000.0,24,691,8790596.0,5464147.0,2279190.0,467876.0,Approved
1275,1,Graduate,Yes,622272.0,590000.0,36,661,4083765.0,666415.0,293603.0,575426.0,Approved
1276,2,Graduate,Yes,621847.0,940000.0,24,563,4579855.0,1436035.0,904041.0,1165640.0,Approved
1277,4,Graduate,No,1538143.0,3830000.0,18,479,11726790.0,0.0,487533.0,1176669.0,Rejected
1278,0,Not Graduate,Yes,1377308.0,1460000.0,18,569,8965913.0,4647162.0,1109402.0,1969289.0,Rejected
1279,1,Graduate,No,533354.0,760000.0,18,691,2283929.0,0.0,139344.0,101502.0,Approved
1280,2,Not Graduate,No,3771515.0,8160000.0,36,596,11717602.0,0.0,5481490.0,3500757.0,Approved
1281,3,Graduate,No,480000.0,1410000.0,18,513,3313466.0,0.0,604279.0,119769.0,Rejected
1282,1,Graduate,No,2282358.0,3400000.0,18,762,9339922.0,0.0,2572231.0,3122707.0,Approved
1283,1,Not Graduate,No,3268403.0,3540000.0,18,733,3862286.0,0.0,4073835.0,1660676.0,Approved
1284,2,Not Graduate,Yes,1957254.0,1700000.0,48,589,12305972.0,6855273.0,373771.0,2059971.0,Approved
1285,2,Not Graduate,No,4397694.0,6790000.0,24,326,34752507.0,0.0,1761041.0,7631825.0,Rejected
1286,2,Graduate,Yes,1722975.0,780000.0,24,732,1786356.0,3017780.0,2312516.0,3214011.0,Approved
1287,1,Not Graduate,No,1773006.0,2520000.0,12,620,6394294.0,0.0,1221184.0,1543507.0,Approved
1288,0,Not Graduate,No,913777.0,480000.0,24,592,3341609.0,0.0,524977.0,1036576.0,Approved
1289,1,Graduate,No,2122689.0,1780000.0,24,620,4281540.0,0.0,1475367.0,1999340.0,Approved
1290,0,Not Graduate,Yes,1327268.0,1720000.0,12,610,8879259.0,154221.0,605178.0,1208373.0,Approved
1291,0,Not Graduate,Yes,1207255.0,2540000.0,36,433,8030803.0,321129.0,1537956.0,1814231.0,Rejected
1292,2,Graduate,Yes,712579.0,740000.0,12,708,2284744.0,1507384.0,386507.0,1051649.0,Approved
1293,1,Not Graduate,No,3027688.0,2960000.0,24,682,22076308.0,0.0,3519133.0,4013631.0,Approved
1294,0,Graduate,Yes,3049174.0,1540000.0,18,847,8705103.0,1885402.0,528299.0,2242288.0,Approved
1295,0,Not Graduate,No,953533.0,660000.0,48,690,7357717.0,0.0,997592.0,143384.0,Approved
1296,1,Graduate,Yes,766299.0,580000.0,24,542,2203513.0,623215.0,1128157.0,668305.0,Approved
1297,0,Not Graduate,No,1123520.0,650000.0,48,508,7042292.0,0.0,656460.0,275938.0,Approved
1298,4,Not Graduate,Yes,834466.0,1810000.0,48,622,756692.0,508957.0,1122049.0,157890.0,Approved
1299,2,Graduate,No,1537619.0,2420000.0,24,416,5662479.0,0.0,705966.0,1639652.0,Rejected
1300,2,Graduate,Yes,1407337.0,1940000.0,18,793,1615976.0,131431.0,1287970.0,313088.0,Approved
1301,1,Not Graduate,No,480000.0,350000.0,12,718,346834.0,0.0,699694.0,95458.0,Approved
1302,1,Not Graduate,No,768741.0,280000.0,6,670,1263666.0,0.0,1118267.0,821911.0,Approved
1303,0,Not Graduate,Yes,619893.0,380000.0,24,635,882391.0,823476.0,676199.0,472962.0,Approved
1304,2,Not Graduate,Yes,783173.0,820000.0,24,415,4799867.0,403522.0,844107.0,1316851.0,Rejected
1305,1,Not Graduate,No,1660500.0,2560000.0,18,551,13169369.0,0.0,336946.0,528048.0,Approved
1306,2,Not Graduate,Yes,792420.0,1470000.0,36,500,2062682.0,1719732.0,71980.0,245947.0,Approved
1307,0,Not Graduate,No,712378.0,1130000.0,36,777,4449844.0,0.0,389954.0,223826.0,Approved
1308,0,Not Graduate,No,1244833.0,2570000.0,18,786,4549957.0,0.0,630488.0,2279490.0,Approved
1309,1,Graduate,Yes,653099.0,1030000.0,36,475,1377804.0,140006.0,162169.0,164432.0,Rejected
1310,3,Graduate,No,1462043.0,3060000.0,36,672,5271271.0,0.0,1188093.0,1022457.0,Rejected
1311,0,Graduate,Yes,1127348.0,2090000.0,36,581,5693602.0,3368676.0,993599.0,1553965.0,Approved
1312,1,Graduate,No,773937.0,1420000.0,48,455,2317828.0,0.0,50000.0,221367.0,Rejected
1313,1,Graduate,Yes,831039.0,1170000.0,18,737,5763838.0,2126570.0,914061.0,1001553.0,Rejected
1314,2,Not Graduate,No,2370091.0,3340000.0,24,572,3226838.0,0.0,1267746.0,2541246.0,Rejected
1315,4,Graduate,No,1337692.0,1820000.0,6,503,-13738.0,0.0,127355.0,835783.0,Approved
1316,1,Graduate,No,480000.0,990000.0,12,608,3812464.0,0.0,554899.0,619352.0,Approved
1317,2,Not Graduate,No,668313.0,1510000.0,60,757,3921029.0,0.0,444082.0,903890.0,Approved
1318,1,Graduate,No,510967.0,940000.0,18,579,2830216.0,0.0,688181.0,952603.0,Rejected
1319,4,Graduate,Yes,1219457.0,2370000.0,12,651,7355331.0,3938179.0,721046.0,2341214.0,Approved
1320,3,Not Graduate,Yes,740773.0,1520000.0,12,695,793328.0,2746243.0,272517.0,170245.0,Approved
1321,2,Graduate,No,1099204.0,840000.0,36,816,3188063.0,0.0,121993.0,837628.0,Approved
1322,2,Graduate,Yes,1214254.0,2280000.0,48,439,1514812.0,4675428.0,1010611.0,291358.0,Approved
1323,3,Graduate,No,2618910.0,6420000.0,12,521,7152397.0,0.0,3217496.0,1267439.0,Approved
1324,0,Not Graduate,No,791711.0,970000.0,18,576,2921035.0,0.0,731585.0,1223457.0,Approved
1325,1,Graduate,No,1061012.0,2340000.0,6,598,8327509.0,0.0,1562893.0,671877.0,Rejected
1326,1,Not Graduate,No,1087363.0,1790000.0,6,674,2786625.0,0.0,1583442.0,487041.0,Approved
1327,0,Not Graduate,No,593345.0,1130000.0,18,449,4266124.0,0.0,741525.0,888775.0,Rejected
1328,0,Not Graduate,No,1609007.0,1680000.0,36,344,3036005.0,0.0,1026934.0,802257.0,Rejected
1329,0,Graduate,No,939273.0,1270000.0,36,612,1255964.0,0.0,134489.0,1471389.0,Rejected
1330,0,Graduate,No,1294748.0,660000.0,60,734,9715013.0,0.0,1359990.0,1457209.0,Approved
1331,4,Graduate,Yes,825653.0,1940000.0,24,729,3171190.0,1441714.0,313247.0,1018060.0,Approved
1332,4,Graduate,No,1521827.0,1400000.0,12,808,11590747.0,0.0,428401.0,2638541.0,Approved
1333,1,Not Graduate,No,1251523.0,1570000.0,18,448,1538741.0,0.0,1314639.0,898338.0,Approved
1334,1,Graduate,No,621833.0,840000.0,36,577,3179613.0,0.0,445723.0,1059494.0,Rejected
1335,2,Not Graduate,No,1070664.0,620000.0,36,616,2367019.0,0.0,219838.0,110702.0,Approved
1336,3,Graduate,Yes,1090872.0,1450000.0,60,580,8275510.0,4322629.0,1581263.0,510894.0,Rejected
1337,0,Not Graduate,Yes,1466104.0,520000.0,48,863,9402256.0,1339465.0,2139953.0,1891320.0,Approved
1338,3,Not Graduate,No,938311.0,1850000.0,18,691,6444472.0,0.0,975896.0,1616279.0,Approved
1339,3,Graduate,Yes,480000.0,900000.0,6,545,3443493.0,280745.0,544727.0,469228.0,Approved
1340,0,Graduate,No,582840.0,940000.0,12,736,562931.0,0.0,124287.0,1135795.0,Approved
1341,4,Not Graduate,Yes,480000.0,1080000.0,36,570,2747648.0,153555.0,221774.0,867661.0,Approved
1342,1,Not Graduate,No,1075351.0,920000.0,48,559,8315674.0,0.0,1053870.0,1639569.0,Approved
1343,3,Not Graduate,No,509486.0,1300000.0,48,619,2508539.0,0.0,749981.0,318563.0,Approved
1344,0,Not Graduate,No,2256555.0,5370000.0,18,867,15214706.0,0.0,2168210.0,3139831.0,Approved
1345,3,Graduate,No,888939.0,1820000.0,18,687,1769016.0,0.0,378673.0,821838.0,Approved
1346,3,Graduate,No,501010.0,1250000.0,36,613,1335501.0,0.0,713020.0,691771.0,Approved
1347,1,Graduate,Yes,600352.0,590000.0,18,520,2138094.0,451229.0,427566.0,515469.0,Approved
1348,3,Graduate,Yes,768002.0,330000.0,36,419,5603027.0,2969389.0,431943.0,846722.0,Rejected
1349,0,Graduate,Yes,1696341.0,3520000.0,24,511,5802033.0,4997736.0,370303.0,514080.0,Approved
1350,3,Graduate,No,607183.0,1770000.0,36,680,3620403.0,0.0,874271.0,187244.0,Approved
1351,0,Graduate,Yes,597795.0,1360000.0,36,617,2717864.0,1858756.0,258679.0,694842.0,Rejected
1352,2,Not Graduate,Yes,3117626.0,8520000.0,36,611,19573309.0,3399387.0,4453922.0,2223461.0,Approved
1353,1,Graduate,Yes,936967.0,300000.0,24,578,5330660.0,430225.0,765969.0,1759093.0,Approved
1354,2,Not Graduate,No,874296.0,1570000.0,12,566,787047.0,0.0,573330.0,265644.0,Approved
1355,1,Not Graduate,No,738547.0,660000.0,12,661,5477292.0,0.0,156714.0,213613.0,Approved
1356,4,Graduate,No,1312007.0,930000.0,12,483,7000777.0,0.0,1397017.0,2079107.0,Approved
1357,2,Not Graduate,No,1475141.0,3410000.0,12,674,8204672.0,0.0,905002.0,2124290.0,Approved
1358,3,Graduate,No,1106061.0,980000.0,6,557,7801015.0,0.0,201120.0,231882.0,Rejected
1359,1,Graduate,No,1369152.0,1580000.0,24,688,3543281.0,0.0,410693.0,967893.0,Approved
1360,0,Graduate,No,480000.0,1130000.0,60,488,2443763.0,0.0,188445.0,599790.0,Approved
1361,1,Graduate,No,1959615.0,3490000.0,24,547,8720954.0,0.0,802653.0,3322448.0,Rejected
1362,1,Graduate,No,2076347.0,6110000.0,24,580,15473576.0,0.0,1500706.0,3560214.0,Approved
1363,0,Not Graduate,No,624220.0,290000.0,24,815,2394902.0,0.0,294835.0,1167454.0,Approved
1364,1,Not Graduate,No,831434.0,500000.0,12,660,2354266.0,0.0,57545.0,832798.0,Approved
1365,1,Graduate,No,1003766.0,2340000.0,12,783,1134647.0,0.0,1295517.0,708308.0,Approved
1366,3,Not Graduate,No,480000.0,1040000.0,12,879,2312678.0,0.0,468802.0,383859.0,Approved
1367,3,Not Graduate,No,1262088.0,2590000.0,18,468,8010229.0,0.0,814099.0,726398.0,Rejected
1368,1,Not Graduate,Yes,1374097.0,3090000.0,24,634,2615290.0,3024284.0,824312.0,2007200.0,Approved
1369,2,Not Graduate,No,814594.0,2070000.0,24,670,3446434.0,0.0,607584.0,978330.0,Approved
1370,0,Not Graduate,No,480000.0,420000.0,24,506,727847.0,0.0,206896.0,100712.0,Rejected
1371,1,Graduate,Yes,1850170.0,4120000.0,48,652,8518234.0,1660027.0,124425.0,2839457.0,Rejected
1372,2,Graduate,No,513521.0,1260000.0,24,581,2328771.0,0.0,726122.0,390037.0,Rejected
1373,2,Graduate,No,480000.0,280000.0,6,659,1558978.0,0.0,394843.0,918970.0,Approved
1374,2,Graduate,No,1748507.0,3180000.0,18,500,4865992.0,0.0,2233508.0,1236744.0,Approved
1375,4,Not Graduate,No,848027.0,980000.0,6,562,3494839.0,0.0,1105639.0,1307939.0,Approved
1376,1,Graduate,Yes,1100870.0,3170000.0,12,813,4710682.0,962669.0,127671.0,1163101.0,Approved
1377,4,Not Graduate,No,1984849.0,4080000.0,24,649,10257709.0,0.0,577359.0,2996252.0,Approved
1378,3,Not Graduate,No,984996.0,1000000.0,18,774,5560042.0,0.0,263668.0,1899500.0,Approved
1379,3,Graduate,Yes,957420.0,1060000.0,24,616,7221331.0,920580.0,388561.0,1740844.0,Approved
1380,0,Not Graduate,Yes,2297425.0,6110000.0,18,499,5533315.0,877672.0,1914765.0,1953603.0,Rejected
1381,1,Graduate,Yes,480000.0,880000.0,6,757,1313869.0,430967.0,263579.0,630772.0,Approved
1382,1,Graduate,No,1042824.0,2000000.0,12,588,4936669.0,0.0,1067497.0,1423597.0,Rejected
1383,0,Graduate,No,887996.0,2140000.0,12,554,2482755.0,0.0,961715.0,812298.0,Rejected
1384,1,Graduate,No,808620.0,430000.0,24,536,3305878.0,0.0,1207395.0,368625.0,Approved
1385,0,Graduate,No,613835.0,250000.0,12,463,3179570.0,0.0,170834.0,528975.0,Rejected
1386,0,Graduate,No,1202899.0,580000.0,24,552,7304660.0,0.0,1699068.0,448722.0,Approved
1387,1,Not Graduate,No,928654.0,400000.0,24,629,922691.0,0.0,960930.0,430848.0,Approved
1388,1,Graduate,Yes,1966108.0,1540000.0,18,681,5787826.0,3247310.0,962580.0,1934758.0,Approved
1389,0,Not Graduate,Yes,1568747.0,2150000.0,12,560,3314923.0,3517449.0,2053240.0,1479018.0,Approved
1390,2,Not Graduate,No,1648651.0,1220000.0,18,630,12241829.0,0.0,976096.0,2107113.0,Approved
1391,2,Not Graduate,No,1646948.0,2330000.0,12,689,4571351.0,0.0,1365596.0,225182.0,Approved
